,ACCOUNT_ID,ACCOUNT_NM,ACCOUNT_INDUSTRY_NM,EMPLOYEE_COUNT,LOGACTIVEAGE,AOV_BAND,SUPPORT_LEVEL_NM,LIC_NUM_SFDC,LIC_NUM_USR_SFDC,LIC_NUM_USR_SFDC_14D,LIC_UTIL_OEM_ADJ_CUST,LIC_TLP_14D_SFDC,LIC_TLP_14D_CUST,LOG_DIST_CAMPAIGNS_USRS,LOG_DIST_EVENTS_UI_USRS,LOG_DIST_TASKS_UI_USRS,LOG_DIST_CUST_OBJ_UI_USRS,LOG_TOT_RPT_DSHBRD_VWS_PR_USR,LOG_DIST_DSHBRD_USR_VIEWS,LOG_DIST_QUOTES_UI_USRS,LOG_DIST_OPPTY_USRS,LOG_DIST_CASES_FEED_USRS,LOG_DIST_ENTITLEMENTS_UI_USRS,LOG_DIST_CASES_UI_USRS,LOG_DIST_SERVICE_CONSOLE_USRS,LOG_DIST_CASES_API_USRS,LOG_DIST_SOLUTIONS_UI_USRS,LOG_DIST_KNWLDG_SEARCH_USRS,LOG_DIST_CTI_USRS,LOG_DIST_SOAP_API_USRS,ORG_OPPT_SHARING_RULES_NUM,ORG_OPPTS_NUM,ORG_LEADS_PER_USER_NUM,ORG_LEADS_NUM,ORG_PRODUCTS_NUM,ORG_WORKFLOW_RULES_NUM,ORG_CUSTOM_APPS_NUM,ORG_ACCTS_NUM,ORG_CONTACTS_NUM,ORG_ACTIVITIES_NUM,ORG_CUSTOM_OBJECT_RECORDS_NUM,ORG_CASE_QUEUES_NUM,ORG_CASE_REC_TYPES_NUM,ORG_CASE_SHARING_RULES_NUM,ORG_CASES_NUM,ORG_SOLUTIONS_NUM,ORG_APEX_LOC_WRITTEN,CR_SETUP,CO_PHONE,CO_CHAT,CS_OOS,M_ESC_COMM_BIN_CNT,SLA1_MISS_CNT,NUM_MNTH_KA,NUM_MNTH_TRAIL,NUM_MNTH_VIDEO,NUM_MNTH_COMMUNITY,NUM_MNTH_WEBINAR,NUM_MNTH_CSR,LOW_CSAT_CASES_PCT,TOTAL_ACV,OPENPIPE_FTM,PIPEGEN_TTM,LOSTPIPE_TTM,GROWTH_PERCENTAGE_TTM,WIN_PERCENTAGE_TTM,ATTRITION_PERCENTAGE_TTM,TOTAL_OPTIES,PTBFLAG,FLAG,ACCOUNT_INDUSTRY_NM[T.Agriculture & Mining],ACCOUNT_INDUSTRY_NM[T.Education],"ACCOUNT_INDUSTRY_NM[T.Engineering, Construction, & Real Estate]",ACCOUNT_INDUSTRY_NM[T.Financial Services],ACCOUNT_INDUSTRY_NM[T.Healthcare & Life Sciences],ACCOUNT_INDUSTRY_NM[T.High Tech],"ACCOUNT_INDUSTRY_NM[T.Hospitality, Travel, & Transportation]",ACCOUNT_INDUSTRY_NM[T.Manufacturing],ACCOUNT_INDUSTRY_NM[T.Media & Communications],ACCOUNT_INDUSTRY_NM[T.Nonprofit Institutions],ACCOUNT_INDUSTRY_NM[T.Other],ACCOUNT_INDUSTRY_NM[T.Professional Services],ACCOUNT_INDUSTRY_NM[T.Public Sector],ACCOUNT_INDUSTRY_NM[T.Retail],AOV_BAND[T.$1-1K],AOV_BAND[T.$100K-200K],AOV_BAND[T.$10K-50K],AOV_BAND[T.$10M-25M],AOV_BAND[T.$1K-10K],AOV_BAND[T.$1M-5M],AOV_BAND[T.$200K-600K],AOV_BAND[T.$25M+],AOV_BAND[T.$50K-100K],AOV_BAND[T.$5M-10M],AOV_BAND[T.$600K-1M],AOV_BAND[T.0-1$],SUPPORT_LEVEL_NM[T.Basic],SUPPORT_LEVEL_NM[T.Other],SUPPORT_LEVEL_NM[T.Partner Premier + Account Manager],SUPPORT_LEVEL_NM[T.Premier],Prediction,y_test,y_pred
8137,0013000001J5JAD,Sika Singapore Pte Ltd,Manufacturing,500.0,1,$200K-600K,Premier,344.0,154.0,139.0,0.0,0.9,0.0,0.0,50.0,42.0,112.0,2.18,27.0,48.0,90.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,44.0,1.0,1095.0,0.01,1.0,3256.0,88.0,6.0,5350.0,7893.0,6023.0,82868.0,30.0,0.0,0.0,0.0,0.0,2108.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,0.0,1044.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6647,00130000001MOXd,"EnerNOC, Inc",Professional Services,744.0,4,$1M-5M,Premier,895.0,886.0,746.0,0.0,0.84,0.0,79.0,177.0,239.0,670.0,56.4,339.0,0.0,547.0,0.0,0.0,399.0,1.0,113.0,2.0,45.0,51.0,393.0,4.0,142206.0,340.13,301359.0,647.0,477.0,25.0,243589.0,482230.0,3377052.0,25729843.0,14.0,28.0,6.0,1072675.0,359.0,39684.0,0.0,20.0,10.0,3.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271838.33,637939.43,1102726.67,111071.62,0.32,0.71,1.3900000000000001,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6289,00130000009SjFf,Bisnode,Professional Services,239.0,4,$200K-600K,Premier,292.0,291.0,261.0,0.0,0.9,0.0,7.0,110.0,205.0,225.0,37.56,89.0,32.0,222.0,0.0,0.0,228.0,0.0,3.0,30.0,0.0,0.0,183.0,4.0,171877.0,584.62,170124.0,3811.0,86.0,11.0,1132426.0,415885.0,1997931.0,2590825.0,10.0,87.0,2.0,707127.0,550.0,8717.0,0.0,2.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148015.82,0.0,1002.0,0.0,0.66,1.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
10166,0013000001FKw0h,Emerald Expositions,Professional Services,240.0,1,$200K-600K,Premier,152.0,149.0,37.0,0.0,0.25,0.0,17.0,0.0,20.0,20.0,0.2,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,32047.0,0.34,50.0,0.0,26.0,1.0,157436.0,167693.0,394372.0,396627.0,0.0,0.0,0.0,3.0,0.0,166.0,0.0,3.0,5.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275310.0,332000.0,352000.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,1.0
8980,0013000000JIUsQ,Lifetouch Church Directories and Portraits Inc.,Professional Services,235.0,3,$200K-600K,Basic,239.0,233.0,222.0,0.0,0.9500000000000001,0.0,8.0,162.0,162.0,124.0,49.67,55.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,4.0,147326.0,26.82,6248.0,54.0,46.0,8.0,465146.0,1411499.0,3894680.0,948688.0,6.0,0.0,0.0,18.0,0.0,824.0,0.0,4.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21068.52,112500.0,124178.76000000001,112500.0,0.09,0.16,0.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
10780,00130000002xL4A,St John New Zealand,"Hospitality, Travel, & Transportation",2148.0,3,$200K-600K,Basic,368.0,368.0,324.0,0.0,0.88,0.0,34.0,103.0,42.0,158.0,9.58,82.0,0.0,196.0,0.0,0.0,576.0,0.0,98.0,21.0,10.0,0.0,265.0,8.0,1203241.0,2343.07,862249.0,206.0,203.0,14.0,1949328.0,1985369.0,713004.0,4701382.0,7.0,17.0,1.0,534046.0,101.0,33932.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12127.23,0.0,11329.380000000001,0.0,0.07,1.0,0.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
10519,00130000002xGgn,Atlas Copco Specialty Rental,Manufacturing,1000.0,3,$200K-600K,Basic,303.0,287.0,197.0,0.0,0.6900000000000001,0.0,7.0,95.0,76.0,143.0,6.75,55.0,0.0,164.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,95.0,18.0,64114.0,331.81,95229.0,8031.0,73.0,6.0,113077.0,124929.0,477198.0,755920.0,0.0,9.0,0.0,3472.0,7.0,4078.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44361.41,0.0,98361.41,54000.0,0.22,0.45,0.18,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
6699,0013000000Imlrr,Telia Danmark,Media & Communications,1000.0,3,$200K-600K,Basic,201.0,195.0,143.0,0.0,0.73,0.0,8.0,4.0,21.0,68.0,4.5200000000000005,5.0,0.0,50.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,55.0,1.0,17844.0,27.8,5421.0,2160.0,104.0,5.0,1095634.0,107458.0,180852.0,2011990.0,3.0,4.0,3.0,182502.0,54.0,15570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146840.23,8646.91,0.0,0.0,0.63,1.0,0.23,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
10888,00130000002sTt3,Veeam,High Tech,1400.0,4,$1M-5M,Premier,1742.0,1672.0,1574.0,0.0,0.9400000000000001,0.0,720.0,400.0,728.0,1258.0,105.26,993.0,0.0,1099.0,0.0,170.0,616.0,86.0,196.0,3.0,233.0,0.0,803.0,38.0,838990.0,1692.26,2829464.0,7124.0,360.0,16.0,347346.0,880430.0,8799630.0,28013898.0,22.0,7.0,0.0,974609.0,380.0,42253.0,0.0,1.0,7.0,3.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467123.3,120000.0,728637.77,150000.0,0.35000000000000003,0.76,0.31,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
10241,0013000000HF54f,1 Schneider Electric Bridge Front Office GLOBAL ORG,Manufacturing,42075.0,3,$10M-25M,Premier,44141.0,34680.0,25271.0,0.0,0.73,0.0,223.0,5432.0,4890.0,18432.0,12.0,6676.0,0.0,14043.0,23.0,0.0,7580.0,307.0,1224.0,0.0,0.0,2138.0,6955.0,14.0,3437785.0,144.72,5018804.0,2667901.0,876.0,43.0,3389135.0,6659418.0,42601581.0,93926386.0,146.0,0.0,7.0,18597543.0,1.0,243043.0,0.0,29.0,21.0,4.0,5.0,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1997917.1800000002,815868.85,4856679.3100000005,0.0,0.16,1.0,0.01,15.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1.0
5488,00130000004OaSO,Aviva Insurance Limited,Financial Services,36000.0,3,$600K-1M,Premier,679.0,621.0,407.0,0.0,0.66,0.0,1.0,126.0,163.0,372.0,6.93,69.0,0.0,103.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,213.0,14.0,227808.0,56.160000000000004,34877.0,18.0,121.0,19.0,111665.0,199040.0,1662017.0,3049433.0,14.0,4.0,0.0,31575.0,179.0,2988.0,1.0,1.0,7.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175044.0,226548.0,51504.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
8808,00130000016gDz5,Thousandeyes,High Tech,30.0,2,$100K-200K,Basic,78.0,44.0,38.0,0.03,0.86,0.0,4.0,17.0,21.0,18.0,35.36,13.0,16.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1622.0,697.95,30710.0,7.0,46.0,6.0,6850.0,8007.0,587923.0,356377.0,0.0,0.0,0.0,1.0,0.0,984.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71073.96,0.0,72273.96,1200.0,2.19,0.98,0.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0
4964,0013000000ImiMl,IBM India Pvt Ltd,Financial Services,1338.0,4,$200K-600K,Basic,1738.0,1675.0,1530.0,0.0,0.91,0.0,66.0,2.0,86.0,1541.0,256.41,397.0,0.0,1178.0,0.0,0.0,182.0,0.0,2.0,9.0,0.0,0.0,1060.0,11.0,15516223.0,556.77,932583.0,60.0,661.0,13.0,9677603.0,168229.0,1148324.0,70346269.0,8.0,6.0,0.0,162526.0,1.0,155342.0,1.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249150.2,117037.94,405572.2,0.0,0.46,1.0,0.03,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
7751,00100000001XC0h,The Spectranetics Corporation,Healthcare & Life Sciences,548.0,2,$200K-600K,Premier,340.0,325.0,100.0,0.0,0.31,0.0,1.0,1.0,19.0,84.0,9.01,50.0,0.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14005.0,2.9,944.0,367.0,53.0,9.0,4487.0,40406.0,36721.0,1094456.0,1.0,2.0,0.0,0.0,12.0,8579.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
11067,0013000000ZmL8M,On-Site.com,Professional Services,166.0,3,$200K-600K,Basic,162.0,160.0,145.0,0.0,0.91,0.0,3.0,48.0,42.0,48.0,6.43,18.0,0.0,35.0,0.0,0.0,120.0,0.0,2.0,25.0,0.0,69.0,83.0,0.0,3578.0,104.68,16749.0,10.0,68.0,17.0,41227.0,21371.0,559232.0,232620.0,2.0,0.0,0.0,505043.0,318.0,0.0,0.0,4.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152943.9,16400.0,343998.9,173455.0,1.26,0.47000000000000003,0.19,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
10656,00130000004OaSO,Aviva Insurance Limited,Financial Services,36000.0,3,$600K-1M,Premier,679.0,679.0,459.0,0.0,0.68,0.0,2.0,157.0,148.0,358.0,5.07,66.0,0.0,141.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,314.0,14.0,192302.0,51.370000000000005,34878.0,18.0,119.0,19.0,79991.0,136189.0,1554592.0,2891441.0,14.0,4.0,0.0,31575.0,171.0,2988.0,0.0,3.0,9.0,3.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254040.0,297921.93,43881.93,0.0,0.0,0.14,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0.0
7495,0013000000Dj9mt,Nobel Biocare Services AG,Financial Services,1500.0,3,$1M-5M,Premier,1500.0,1485.0,1161.0,0.0,0.78,0.0,541.0,490.0,526.0,422.0,20.14,484.0,0.0,247.0,0.0,0.0,658.0,0.0,102.0,13.0,0.0,96.0,536.0,6.0,60230.0,153.77,228342.0,31093.0,109.0,19.0,360244.0,437152.0,3111326.0,33654685.0,79.0,12.0,17.0,545775.0,1065.0,13881.0,0.0,27.0,7.0,2.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.0,76746.17,79431.83,36501.83,0.0,0.04,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
7607,00130000001uWEA,Qualys   Inc.,High Tech,359.0,4,0-1$,Premier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236018.69,123147.28,384398.83,25240.0,2.29,0.9,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0.0
10052,0013000000ITRlh,the Rubicon Project,Media & Communications,685.0,4,$200K-600K,Basic,334.0,317.0,268.0,0.0,0.85,0.0,2.0,3.0,17.0,253.0,7.66,74.0,0.0,99.0,0.0,0.0,76.0,0.0,0.0,4.0,0.0,0.0,45.0,0.0,7813.0,50.93,16145.0,14.0,342.0,13.0,15747.0,31899.0,402869.0,952244.0,9.0,15.0,0.0,332706.0,74.0,1910.0,0.0,4.0,2.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96469.5,1500.0,97969.5,0.0,0.35000000000000003,1.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
4793,0013000000ZmAel,"iHeartMedia + Entertainment, Inc",Media & Communications,3154.0,3,$1M-5M,Premier,4741.0,4435.0,3927.0,0.0,0.89,0.0,1.0,607.0,994.0,3342.0,7.890000000000001,897.0,0.0,3515.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3921.0,212.0,2339841.0,29.72,131811.0,4314.0,240.0,15.0,335952.0,312344.0,2137796.0,81307769.0,14.0,0.0,0.0,1.0,0.0,75616.0,8.0,68.0,66.0,17.0,4.0,356.0,0.0,0.0,15.0,1.0,3.0,2.0,2.49,732534.87,349099.99,1165651.87,80617.0,0.28,0.9,0.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
3863,0013000000J5yxm,Textura Corporation,High Tech,260.0,4,$200K-600K,Premier,260.0,230.0,174.0,0.0,0.76,0.0,10.0,7.0,112.0,100.0,61.97,94.0,23.0,100.0,16.0,0.0,83.0,17.0,7.0,4.0,0.0,13.0,63.0,34.0,132799.0,2456.41,564974.0,262.0,204.0,21.0,590343.0,1238921.0,4189725.0,6578277.0,133.0,6.0,13.0,505859.0,363.0,10498.0,0.0,2.0,124.0,12.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16002.04,40876.44,47277.25,6400.81,0.04,0.71,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
1114,0013000001M0ei2,Advokatfirmaet Thommessen AS,Professional Services,239.0,1,$50K-100K,Premier,50.0,31.0,24.0,0.0,0.77,0.0,1.0,1.0,1.0,21.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.0,0.19,6.0,0.0,10.0,4.0,5178.0,366.0,1454.0,113644.0,1.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66047.4,27410.4,67038.84,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0.0
4435,00130000001xSX1,GetWellNetwork   Inc.,Healthcare & Life Sciences,153.0,4,$200K-600K,Premier,153.0,134.0,90.0,0.0,0.67,0.0,11.0,10.0,45.0,15.0,7.07,18.0,0.0,79.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,35.0,0.0,4235.0,145.39000000000001,19482.0,533.0,45.0,27.0,7808.0,69486.0,100628.0,41008.0,0.0,0.0,0.0,2.0,1.0,1392.0,2.0,2.0,3.0,4.0,0.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100908.6,132000.0,234155.08000000002,68396.28,0.53,0.6,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
4901,0013000000roB9G,SLOGIA (Generic),Manufacturing,5000.0,3,$1M-5M,Premier,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.33,4.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934299.3200000001,93023.28,1153108.2,30240.0,0.61,0.97,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
2001,001000000011J9D,BioTek Instruments Inc,Healthcare & Life Sciences,240.0,3,$200K-600K,Premier,228.0,227.0,198.0,0.0,0.87,0.0,14.0,15.0,87.0,157.0,16.740000000000002,40.0,0.0,92.0,0.0,0.0,29.0,0.0,1.0,0.0,38.0,0.0,115.0,0.0,35610.0,101.23,22980.0,26455.0,93.0,20.0,66841.0,205651.0,981035.0,1732851.0,35.0,3.0,0.0,9785.0,0.0,17696.0,0.0,4.0,8.0,0.0,0.0,22.0,0.0,2.0,0.0,6.0,0.0,0.0,2.7800000000000002,70166.07,62760.0,154573.96,52048.69,0.18,0.5700000000000001,0.9400000000000001,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
7668,0013000000JjVQm,BCA Autoauktionen GmbH,Professional Services,300.0,3,$200K-600K,Basic,216.0,215.0,162.0,0.0,0.75,0.0,32.0,25.0,114.0,105.0,14.96,9.0,0.0,18.0,0.0,0.0,101.0,3.0,2.0,0.0,0.0,0.0,36.0,0.0,1150.0,665.54,143092.0,3.0,128.0,12.0,114192.0,164368.0,1126407.0,3380202.0,1.0,11.0,11.0,60853.0,64.0,3830.0,0.0,2.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45351.81,349.92,51470.64,12960.0,0.19,0.78,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
3381,0013000000Rapx7,Southern Cross Austereo [MASTER],Media & Communications,1914.0,3,$200K-600K,Basic,230.0,230.0,168.0,0.0,0.73,0.0,0.0,2.0,38.0,169.0,25.12,7.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,78.0,4.0,59641.0,33.88,7792.0,0.0,111.0,3.0,26656.0,22418.0,37655.0,460906.0,0.0,0.0,0.0,2.0,0.0,3124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348297.60000000003,249887.06,124221.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
6413,00130000002xGly,Brouwerijen Alken - Maes - Brasseries Alken - Maes,Manufacturing,481.0,2,$200K-600K,Premier,207.0,203.0,177.0,0.0,0.87,0.0,0.0,83.0,52.0,129.0,19.26,75.0,0.0,49.0,0.0,0.0,36.0,0.0,43.0,0.0,0.0,0.0,79.0,0.0,16299.0,120.86,24534.0,4825.0,160.0,9.0,58836.0,30803.0,291483.0,8313193.0,14.0,9.0,1.0,28896.0,0.0,29709.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15821.58,0.0,15821.58,0.0,0.06,1.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
6242,00130000003DzW0,Venafi,High Tech,156.0,4,$100K-200K,Basic,94.0,91.0,69.0,0.0,0.76,0.0,29.0,3.0,12.0,10.0,13.700000000000001,25.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2690.0,1669.15,151893.0,1909.0,153.0,9.0,12169.0,48377.0,439391.0,605760.0,0.0,0.0,0.0,2486.0,40.0,1839.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18309.600000000002,0.0,18309.600000000002,0.0,0.19,1.0,0.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0
1396,0013000001Jz1aC,Australian Institute of Business,Public Sector,300.0,1,$200K-600K,Premier,130.0,118.0,96.0,0.0,0.81,0.0,13.0,4.0,68.0,61.0,24.53,50.0,0.0,79.0,0.0,0.0,76.0,0.0,5.0,0.0,0.0,0.0,42.0,0.0,21175.0,1636.13,193063.0,0.0,46.0,3.0,2702.0,21171.0,447776.0,292774.0,4.0,1.0,0.0,20371.0,0.0,1086.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,261232.79,262946.61,603263.97,57561.12,1.0,0.8200000000000001,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0
8710,0013000000hMavp,TRANSDEV,"Hospitality, Travel, & Transportation",3098.0,3,$200K-600K,Basic,187.0,185.0,141.0,0.0,0.76,0.0,0.0,1.0,31.0,104.0,14.780000000000001,42.0,0.0,0.0,0.0,0.0,136.0,0.0,29.0,0.0,0.0,0.0,34.0,0.0,0.0,0.02,4.0,0.0,49.0,5.0,1225.0,2956434.0,796531.0,88703.0,29.0,15.0,80.0,965971.0,0.0,2168.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20748.96,6220.8,115228.13,64009.14,0.1,0.24,0.05,13.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0
